ZCTA5,STATE,COUNTY,TRACT,GEOID,POPPT,HUPT,AREAPT,AREALANDPT,ZPOP,ZHU,ZAREA,ZAREALAND,TRPOP,TRHU,TRAREA,TRAREALAND,ZPOPPCT,ZHUPCT,ZAREAPCT,ZAREALANDPCT,TRPOPPCT,TRHUPCT,TRAREAPCT,TRAREALANDPCT
02114,25,025,981501,25025981501,0,0,373572,149172,11999,7672,1467704,1164209,12,0,2094226,915439,0,0,25.45,12.81,0,0,17.84,16.3
02115,25,025,010104,25025010104,221,148,10630,10630,28441,10838,1937858,1834246,4804,2136,286731,279354,0.78,1.37,0.55,0.58,4.6,6.93,3.71,3.81
02115,25,025,010300,25025010300,3221,282,400701,400701,28441,10838,1937858,1834246,4861,416,509208,509208,11.33,2.6,20.68,21.85,66.26,67.79,78.69,78.69
02115,25,025,010403,25025010403,2914,2027,82462,82462,28441,10838,1937858,1834246,3003,2076,88556,88556,10.25,18.7,4.26,4.5,97.04,97.64,93.12,93.12
02115,25,025,010404,25025010404,5817,1862,136829,136829,28441,10838,1937858,1834246,5817,1862,136829,136829,20.45,17.18,7.06,7.46,100,100,100,100
02115,25,025,010405,25025010405,5522,994,362649,362649,28441,10838,1937858,1834246,5522,994,363702,363702,19.42,9.17,18.71,19.77,100,100,99.71,99.71
02115,25,025,010500,25025010500,2914,1679,191503,181428,28441,10838,1937858,1834246,3044,1767,198608,188533,10.25,15.49,9.88,9.89,95.73,95.02,96.42,96.23
02115,25,025,010701,25025010701,778,581,80810,80810,28441,10838,1937858,1834246,2478,1599,202317,202317,2.74,5.36,4.17,4.41,31.4,36.34,39.94,39.94
02115,25,025,010802,25025010802,2002,1323,92690,92690,28441,10838,1937858,1834246,3059,2106,155467,155467,7.04,12.21,4.78,5.05,65.45,62.82,59.62,59.62
02115,25,025,070800,25025070800,100,47,5714,5714,28441,10838,1937858,1834246,3706,2156,194390,194390,0.35,0.43,0.29,0.31,2.7,2.18,2.94,2.94
02115,25,025,080801,25025080801,1242,0,90843,90843,28441,10838,1937858,1834246,3885,946,364700,364700,4.37,0,4.69,4.95,31.97,0,24.91,24.91
02115,25,025,080900,25025080900,502,398,31198,31198,28441,10838,1937858,1834246,4008,1776,256667,256667,1.77,3.67,1.61,1.7,12.52,22.41,12.16,12.16
02115,25,025,081001,25025081001,2787,1325,299092,299092,28441,10838,1937858,1834246,4890,2287,558488,558488,9.8,12.23,15.43,16.31,56.99,57.94,53.55,53.55
02115,25,025,081100,25025081100,420,172,17626,17626,28441,10838,1937858,1834246,4091,1781,495877,495877,1.48,1.59,0.91,0.96,10.27,9.66,3.55,3.55
02115,25,025,981501,25025981501,0,0,111909,21352,28441,10838,1937858,1834246,12,0,2094226,915439,0,0,5.77,1.16,0,0,5.34,2.33
02115,25,025,981800,25025981800,1,0,23202,20222,28441,10838,1937858,1834246,82,49,1096914,703274,0,0,1.2,1.1,1.22,0,2.12,2.88
02116,25,025,010500,25025010500,130,88,7105,7105,20628,12644,1898310,1632629,3044,1767,198608,188533,0.63,0.7,0.37,0.44,4.27,4.98,3.58,3.77
02116,25,025,010600,25025010600,1712,1398,190554,190554,20628,12644,1898310,1632629,2858,2325,339505,339505,8.3,11.06,10.04,11.67,59.9,60.13,56.13,56.13
02116,25,025,010701,25025010701,1700,1018,121507,121507,20628,12644,1898310,1632629,2478,1599,202317,202317,8.24,8.05,6.4,7.44,68.6,63.66,60.06,60.06
02116,25,025,010702,25025010702,2400,1643,299981,299981,20628,12644,1898310,1632629,2400,1643,299981,299981,11.63,12.99,15.8,18.37,100,100,100,100
02116,25,025,010801,25025010801,2783,1899,127905,127905,20628,12644,1898310,1632629,2783,1899,127905,127905,13.49,15.02,6.74,7.83,100,100,100,100
02116,25,025,010802,25025010802,1057,783,62777,62777,20628,12644,1898310,1632629,3059,2106,155467,155467,5.12,6.19,3.31,3.85,34.55,37.18,40.38,40.38
02116,25,025,070101,25025070101,594,325,15816,15816,20628,12644,1898310,1632629,5902,3383,1108142,1019135,2.88,2.57,0.83,0.97,10.06,9.61,1.43,1.55
02116,25,025,070200,25025070200,2625,647,143808,143808,20628,12644,1898310,1632629,5218,1690,268778,268778,12.73,5.12,7.58,8.81,50.31,38.28,53.5,53.5
02116,25,025,070300,25025070300,3909,2706,336063,336063,20628,12644,1898310,1632629,3909,2706,336063,336063,18.95,21.4,17.7,20.58,100,100,100,100
02116,25,025,070402,25025070402,662,354,41914,41914,20628,12644,1898310,1632629,1723,680,277887,267664,3.21,2.8,2.21,2.57,38.42,52.06,15.08,15.66
02116,25,025,070600,25025070600,690,417,44801,44801,20628,12644,1898310,1632629,2240,1309,132532,132532,3.34,3.3,2.36,2.74,30.8,31.86,33.8,33.8
02116,25,025,070700,25025070700,2361,1366,164131,164131,20628,12644,1898310,1632629,2361,1366,164131,164131,11.45,10.8,8.65,10.05,100,100,100,100
02116,25,025,981501,25025981501,5,0,341948,76267,20628,12644,1898310,1632629,12,0,2094226,915439,0.02,0,18.01,4.67,41.67,0,16.33,8.33
02118,25,025,061200,25025061200,0,0,396947,391842,26498,12967,2866026,2850698,3240,2041,1913939,1841489,0,0,13.85,13.75,0,0,20.74,21.28
02118,25,025,070402,25025070402,1061,326,235973,225750,26498,12967,2866026,2850698,1723,680,277887,267664,4,2.51,8.23,7.92,61.58,47.94,84.92,84.34
02118,25,025,070500,25025070500,5460,3066,297278,297278,26498,12967,2866026,2850698,5460,3066,297278,297278,20.61,23.64,10.37,10.43,100,100,100,100
02118,25,025,070600,25025070600,1550,892,87731,87731,26498,12967,2866026,2850698,2240,1309,132532,132532,5.85,6.88,3.06,3.08,69.2,68.14,66.2,66.2
02118,25,025,070800,25025070800,3606,2109,188676,188676,26498,12967,2866026,2850698,3706,2156,194390,194390,13.61,16.26,6.58,6.62,97.3,97.82,97.06,97.06
02118,25,025,070900,25025070900,3329,1798,167469,167469,26498,12967,2866026,2850698,3329,1798,167469,167469,12.56,13.87,5.84,5.87,100,100,100,100
02118,25,025,071101,25025071101,3753,2185,362769,362769,26498,12967,2866026,2850698,3753,2185,362769,362769,14.16,16.85,12.66,12.73,100,100,100,100
02118,25,025,071201,25025071201,3131,1399,402228,402228,26498,12967,2866026,2850698,3131,1399,402228,402228,11.82,10.79,14.03,14.11,100,100,100,100
02118,25,025,080100,25025080100,1532,14,437145,437145,26498,12967,2866026,2850698,3350,744,1026391,1026391,5.78,0.11,15.25,15.33,45.73,1.88,42.59,42.59
02118,25,025,080401,25025080401,697,314,88460,88460,26498,12967,2866026,2850698,2710,1249,440468,440468,2.63,2.42,3.09,3.1,25.72,25.14,20.08,20.08
02118,25,025,080500,25025080500,1538,666,114077,114077,26498,12967,2866026,2850698,3096,1323,245570,245570,5.8,5.14,3.98,4,49.68,50.34,46.45,46.45
02118,25,025,080601,25025080601,841,198,87273,87273,26498,12967,2866026,2850698,4271,920,560163,560163,3.17,1.53,3.05,3.06,19.69,21.52,15.58,15.58
02119,25,025,080100,25025080100,1818,730,589246,589246,25346,11048,4136145,4136145,3350,744,1026391,1026391,7.17,6.61,14.25,14.25,54.27,98.12,57.41,57.41
02119,25,025,080300,25025080300,1769,791,268832,268832,25346,11048,4136145,4136145,1769,791,268832,268832,6.98,7.16,6.5,6.5,100,100,100,100
02119,25,025,080401,25025080401,1534,743,290642,290642,25346,11048,4136145,4136145,2710,1249,440468,440468,6.05,6.73,7.03,7.03,56.61,59.49,65.98,65.98
02119,25,025,080601,25025080601,459,242,115884,115884,25346,11048,4136145,4136145,4271,920,560163,560163,1.81,2.19,2.8,2.8,10.75,26.3,20.69,20.69
02119,25,025,081300,25025081300,4760,2111,580338,580338,25346,11048,4136145,4136145,4760,2111,580338,580338,18.78,19.11,14.03,14.03,100,100,100,100
02119,25,025,081400,25025081400,2677,1292,493273,493273,25346,11048,4136145,4136145,3003,1462,620481,620481,10.56,11.69,11.93,11.93,89.14,88.37,79.5,79.5
02119,25,025,081500,25025081500,2134,905,336293,336293,25346,11048,4136145,4136145,2134,905,336293,336293,8.42,8.19,8.13,8.13,100,100,100,100
02119,25,025,081700,25025081700,3820,1599,633564,633564,25346,11048,4136145,4136145,3820,1599,633564,633564,15.07,14.47,15.32,15.32,100,100,100,100
02119,25,025,081800,25025081800,2898,1388,373920,373920,25346,11048,4136145,4136145,2898,1388,373920,373920,11.43,12.56,9.04,9.04,100,100,100,100
02119,25,025,081900,25025081900,361,166,76157,76157,25346,11048,4136145,4136145,3115,1397,433385,433385,1.42,1.5,1.84,1.84,11.59,11.88,17.57,17.57
02119,25,025,090400,25025090400,40,19,11069,11069,25346,11048,4136145,4136145,3659,1294,425135,425135,0.16,0.17,0.27,0.27,1.09,1.47,2.6,2.6
02119,25,025,090600,25025090600,2293,770,293015,293015,25346,11048,4136145,4136145,2348,793,301664,301664,9.05,6.97,7.08,7.08,97.66,97.1,97.13,97.13
02119,25,025,120301,25025120301,783,292,73912,73912,25346,11048,4136145,4136145,4795,1895,662925,662925,3.09,2.64,1.79,1.79,16.33,15.41,11.15,11.15
02120,25,025,080401,25025080401,479,192,61366,61366,15181,5335,1607730,1607730,2710,1249,440468,440468,3.16,3.6,3.82,3.82,17.68,15.37,13.93,13.93
02120,25,025,080500,25025080500,1558,657,131493,131493,15181,5335,1607730,1607730,3096,1323,245570,245570,10.26,12.31,8.18,8.18,50.32,49.66,53.55,53.55
02120,25,025,080601,25025080601,2971,480,357006,357006,15181,5335,1607730,1607730,4271,920,560163,560163,19.57,9,22.21,22.21,69.56,52.17,63.73,63.73
02120,25,025,080801,25025080801,2643,946,273857,273857,15181,5335,1607730,1607730,3885,946,364700,364700,17.41,17.73,17.03,17.03,68.03,100,75.09,75.09
02120,25,025,080900,25025080900,3506,1378,225469,225469,15181,5335,1607730,1607730,4008,1776,256667,256667,23.09,25.83,14.02,14.02,87.48,77.59,87.84,87.84
02120,25,025,081001,25025081001,1885,822,149774,149774,15181,5335,1607730,1607730,4890,2287,558488,558488,12.42,15.41,9.32,9.32,38.55,35.94,26.82,26.82
02120,25,025,081100,25025081100,1813,690,291546,291546,15181,5335,1607730,1607730,4091,1781,495877,495877,11.94,12.93,18.13,18.13,44.32,38.74,58.79,58.79
02120,25,025,081400,25025081400,326,170,117219,117219,15181,5335,1607730,1607730,3003,1462,620481,620481,2.15,3.19,7.29,7.29,10.86,11.63,18.89,18.89
02121,25,025,081900,25025081900,2754,1231,357228,357228,25978,10589,4543831,4520355,3115,1397,433385,433385,10.6,11.63,7.86,7.9,88.41,88.12,82.43,82.43
02121,25,025,082000,25025082000,2815,1278,392158,392158,25978,10589,4543831,4520355,2815,1278,392158,392158,10.84,12.07,8.63,8.68,100,100,100,100
02121,25,025,082100,25025082100,5025,2117,370577,370577,25978,10589,4543831,4520355,5025,2117,370577,370577,19.34,19.99,8.16,8.2,100,100,100,100
02121,25,025,090100,25025090100,4571,1863,446992,446992,25978,10589,4543831,4520355,4571,1863,446992,446992,17.6,17.59,9.84,9.89,100,100,100,100
02121,25,025,090200,25025090200,2233,830,273671,273671,25978,10589,4543831,4520355,2233,830,273671,273671,8.6,7.84,6.02,6.05,100,100,100,100
02121,25,025,090300,25025090300,3179,1268,366831,366831,25978,10589,4543831,4520355,3179,1268,380394,380394,12.24,11.97,8.07,8.12,100,100,96.43,96.43
02121,25,025,090400,25025090400,159,47,12687,12687,25978,10589,4543831,4520355,3659,1294,425135,425135,0.61,0.44,0.28,0.28,4.35,3.63,2.98,2.98
02121,25,025,091800,25025091800,863,332,167376,167376,25978,10589,4543831,4520355,3452,1214,432061,432061,3.32,3.14,3.68,3.7,25,27.35,38.74,38.74
02121,25,025,091900,25025091900,3181,1134,401691,401691,25978,10589,4543831,4520355,3860,1380,481985,481985,12.24,10.71,8.84,8.89,82.41,82.17,83.34,83.34
02121,25,025,092400,25025092400,1198,489,137996,137996,25978,10589,4543831,4520355,5277,2065,594010,594010,4.61,4.62,3.04,3.05,22.7,23.68,23.23,23.23
02121,25,025,980300,25025980300,0,0,1616624,1593148,25978,10589,4543831,4520355,338,2,2103526,2075986,0,0,35.58,35.24,0,0,76.85,76.74
02122,25,025,091001,25025091001,87,29,127455,127455,23479,8887,6905036,5263269,2742,1315,1636437,1186620,0.37,0.33,1.85,2.42,3.17,2.21,7.79,10.74
02122,25,025,091500,25025091500,1057,407,79159,79159,23479,8887,6905036,5263269,4370,1653,404166,404166,4.5,4.58,1.15,1.5,24.19,24.62,19.59,19.59
02122,25,025,091600,25025091600,3138,1165,312698,312698,23479,8887,6905036,5263269,3138,1165,312698,312698,13.37,13.11,4.53,5.94,100,100,100,100
02122,25,025,091700,25025091700,3069,1050,289325,289325,23479,8887,6905036,5263269,3069,1050,289325,289325,13.07,11.82,4.19,5.5,100,100,100,100
02122,25,025,091800,25025091800,103,37,21824,21824,23479,8887,6905036,5263269,3452,1214,432061,432061,0.44,0.42,0.32,0.41,2.98,3.05,5.05,5.05
02122,25,025,092000,25025092000,2045,707,178890,178890,23479,8887,6905036,5263269,4945,1693,489737,489737,8.71,7.96,2.59,3.4,41.35,41.76,36.53,36.53
02122,25,025,092101,25025092101,6451,2454,1356067,1291966,23479,8887,6905036,5263269,6451,2454,1356067,1291966,27.48,27.61,19.64,24.55,100,100,100,100
02122,25,025,092200,25025092200,341,97,64517,64517,23479,8887,6905036,5263269,3349,1227,581304,581304,1.45,1.09,0.93,1.23,10.18,7.91,11.1,11.1
02122,25,025,100601,25025100601,2164,941,321812,321812,23479,8887,6905036,5263269,5154,2192,552585,552585,9.22,10.59,4.66,6.11,41.99,42.93,58.24,58.24
02122,25,025,100603,25025100603,1904,840,1230147,886469,23479,8887,6905036,5263269,1904,840,1230147,886469,8.11,9.45,17.82,16.84,100,100,100,100
02122,25,025,100700,25025100700,2331,1039,907850,771925,23479,8887,6905036,5263269,4322,1975,1377216,1203877,9.93,11.69,13.15,14.67,53.93,52.61,65.92,64.12
02122,25,025,100800,25025100800,256,121,38930,38930,23479,8887,6905036,5263269,5546,2702,1907679,1765783,1.09,1.36,0.56,0.74,4.62,4.48,2.04,2.2
02122,25,025,980101,25025980101,533,0,1976362,878299,23479,8887,6905036,5263269,535,0,8680080,3191250,2.27,0,28.62,16.69,99.63,0,22.77,27.52
02124,25,025,091900,25025091900,679,246,80294,80294,47783,19053,7963153,7777026,3860,1380,481985,481985,1.42,1.29,1.01,1.03,17.59,17.83,16.66,16.66
02124,25,025,092000,25025092000,2900,986,310847,310847,47783,19053,7963153,7777026,4945,1693,489737,489737,6.07,5.18,3.9,4,58.65,58.24,63.47,63.47
02124,25,025,092200,25025092200,3008,1130,516787,516787,47783,19053,7963153,7777026,3349,1227,581304,581304,6.3,5.93,6.49,6.65,89.82,92.09,88.9,88.9
02124,25,025,092300,25025092300,2893,1077,342974,342974,47783,19053,7963153,7777026,2893,1077,342974,342974,6.05,5.65,4.31,4.41,100,100,100,100
02124,25,025,092400,25025092400,4079,1576,456014,456014,47783,19053,7963153,7777026,5277,2065,594010,594010,8.54,8.27,5.73,5.86,77.3,76.32,76.77,76.77
02124,25,025,100100,25025100100,5510,2047,1029374,1028500,47783,19053,7963153,7777026,5510,2047,1037885,1037011,11.53,10.74,12.93,13.22,100,100,99.18,99.18
02124,25,025,100200,25025100200,2703,980,338137,338137,47783,19053,7963153,7777026,2787,1013,350592,350592,5.66,5.14,4.25,4.35,96.99,96.74,96.45,96.45
02124,25,025,100300,25025100300,3258,1248,480769,480769,47783,19053,7963153,7777026,3303,1262,491879,491879,6.82,6.55,6.04,6.18,98.64,98.89,97.74,97.74
02124,25,025,100400,25025100400,4865,1830,626173,626173,47783,19053,7963153,7777026,4865,1830,626173,626173,10.18,9.6,7.86,8.05,100,100,100,100
02124,25,025,100500,25025100500,5989,2383,858932,858932,47783,19053,7963153,7777026,5989,2383,858932,858932,12.53,12.51,10.79,11.04,100,100,100,100
02124,25,025,100601,25025100601,2990,1251,230773,230773,47783,19053,7963153,7777026,5154,2192,552585,552585,6.26,6.57,2.9,2.97,58.01,57.07,41.76,41.76
02124,25,025,100700,25025100700,1991,936,469366,431952,47783,19053,7963153,7777026,4322,1975,1377216,1203877,4.17,4.91,5.89,5.55,46.07,47.39,34.08,35.88
02124,25,025,100800,25025100800,5290,2581,1868749,1726853,47783,19053,7963153,7777026,5546,2702,1907679,1765783,11.07,13.55,23.47,22.2,95.38,95.52,97.96,97.8
02124,25,025,100900,25025100900,1577,735,339833,333890,47783,19053,7963153,7777026,4072,1729,1001211,955495,3.3,3.86,4.27,4.29,38.73,42.51,33.94,34.94
02124,25,025,981100,25025981100,51,47,14131,14131,47783,19053,7963153,7777026,418,136,2732705,2713614,0.11,0.25,0.18,0.18,12.2,34.56,0.52,0.52
02125,25,025,090300,25025090300,0,0,13563,13563,33295,13263,6323074,5523791,3179,1268,380394,380394,0,0,0.21,0.25,0,0,3.57,3.57
02125,25,025,090400,25025090400,3460,1228,401379,401379,33295,13263,6323074,5523791,3659,1294,425135,425135,10.39,9.26,6.35,7.27,94.56,94.9,94.41,94.41
02125,25,025,090600,25025090600,55,23,8649,8649,33295,13263,6323074,5523791,2348,793,301664,301664,0.17,0.17,0.14,0.16,2.34,2.9,2.87,2.87
02125,25,025,090700,25025090700,4261,1983,965014,965014,33295,13263,6323074,5523791,4275,1990,1072571,1072571,12.8,14.95,15.26,17.47,99.67,99.65,89.97,89.97
02125,25,025,090901,25025090901,3730,1640,1522528,1173062,33295,13263,6323074,5523791,3730,1640,1522528,1173062,11.2,12.37,24.08,21.24,100,100,100,100
02125,25,025,091001,25025091001,2655,1286,1508982,1059165,33295,13263,6323074,5523791,2742,1315,1636437,1186620,7.97,9.7,23.86,19.17,96.83,97.79,92.21,89.26
02125,25,025,091100,25025091100,4861,1966,423899,423899,33295,13263,6323074,5523791,4861,1966,423899,423899,14.6,14.82,6.7,7.67,100,100,100,100
02125,25,025,091200,25025091200,3234,1239,323612,323612,33295,13263,6323074,5523791,3234,1239,323612,323612,9.71,9.34,5.12,5.86,100,100,100,100
02125,25,025,091300,25025091300,2499,868,262560,262560,33295,13263,6323074,5523791,2499,868,262560,262560,7.51,6.54,4.15,4.75,100,100,100,100
02125,25,025,091400,25025091400,2741,939,325020,325020,33295,13263,6323074,5523791,2741,939,325020,325020,8.23,7.08,5.14,5.88,100,100,100,100
02125,25,025,091500,25025091500,3313,1246,325007,325007,33295,13263,6323074,5523791,4370,1653,404166,404166,9.95,9.39,5.14,5.88,75.81,75.38,80.41,80.41
02125,25,025,091800,25025091800,2486,845,242861,242861,33295,13263,6323074,5523791,3452,1214,432061,432061,7.47,6.37,3.84,4.4,72.02,69.6,56.21,56.21
02126,25,025,100100,25025100100,0,0,8511,8511,25562,10151,5455225,5392506,5510,2047,1037885,1037011,0,0,0.16,0.16,0,0,0.82,0.82
02126,25,025,100200,25025100200,84,33,12455,12455,25562,10151,5455225,5392506,2787,1013,350592,350592,0.33,0.33,0.23,0.23,3.01,3.26,3.55,3.55
02126,25,025,100300,25025100300,45,14,11110,11110,25562,10151,5455225,5392506,3303,1262,491879,491879,0.18,0.14,0.2,0.21,1.36,1.11,2.26,2.26
02126,25,025,100900,25025100900,2495,994,661378,621605,25562,10151,5455225,5392506,4072,1729,1001211,955495,9.76,9.79,12.12,11.53,61.27,57.49,66.06,65.06
02126,25,025,101001,25025101001,5480,2266,1302127,1296283,25562,10151,5455225,5392506,5480,2266,1302127,1296283,21.44,22.32,23.87,24.04,100,100,100,100
02126,25,025,101002,25025101002,4979,2149,1169581,1165212,25562,10151,5455225,5392506,4979,2149,1169581,1165212,19.48,21.17,21.44,21.61,100,100,100,100
02126,25,025,101101,25025101101,3155,1160,379768,379768,25562,10151,5455225,5392506,3155,1160,379768,379768,12.34,11.43,6.96,7.04,100,100,100,100
02126,25,025,101102,25025101102,4396,1672,561244,561244,25562,10151,5455225,5392506,4396,1672,561244,561244,17.2,16.47,10.29,10.41,100,100,100,100
02126,25,025,140400,25025140400,4782,1781,922573,909840,25562,10151,5455225,5392506,7650,2906,1890872,1878139,18.71,17.55,16.91,16.87,62.51,61.29,48.79,48.44
02126,25,025,981100,25025981100,146,82,426478,426478,25562,10151,5455225,5392506,418,136,2732705,2713614,0.57,0.81,7.82,7.91,34.93,60.29,15.61,15.72
02127,25,025,060101,25025060101,3216,1684,295623,295623,31799,16409,6821036,5230991,3216,1684,295623,295623,10.11,10.26,4.33,5.65,100,100,100,100
02127,25,025,060200,25025060200,1916,999,170386,170386,31799,16409,6821036,5230991,1916,999,170386,170386,6.03,6.09,2.5,3.26,100,100,100,100
02127,25,025,060301,25025060301,3076,1647,272518,272518,31799,16409,6821036,5230991,3076,1647,272518,272518,9.67,10.04,4,5.21,100,100,100,100
02127,25,025,060400,25025060400,4904,2543,399278,399278,31799,16409,6821036,5230991,4904,2543,399278,399278,15.42,15.5,5.85,7.63,100,100,100,100
02127,25,025,060501,25025060501,3571,1942,411742,411742,31799,16409,6821036,5230991,3571,1942,411742,411742,11.23,11.83,6.04,7.87,100,100,100,100
02127,25,025,060600,25025060600,1212,700,156730,156730,31799,16409,6821036,5230991,2357,1530,1893480,1260969,3.81,4.27,2.3,3,51.42,45.75,8.28,12.43
02127,25,025,060700,25025060700,1893,636,128228,128228,31799,16409,6821036,5230991,1893,636,128228,128228,5.95,3.88,1.88,2.45,100,100,100,100
02127,25,025,060800,25025060800,3964,2142,341227,341227,31799,16409,6821036,5230991,3964,2142,341227,341227,12.47,13.05,5,6.52,100,100,100,100
